song_id,artist,title,lyrics,emotion
52,Fetty Wap,679,"
I'm like, yeah, she's fine

Wonder when she'll be mine

She walk past, I press rewind

To see that ass one more time

And I got this sewed up

Remy Boyz, they know us

All fast money, no slow bucks

No one can control us

Ay, yeaaah baby


Tell me what you see

Is it money or it's me?

I smoke twenty, smell the weed

I got hunnies in my V

They like, ""Monty, can you be my baby daddy"", 

I'm like yeah

I got robins on my jeans, you see the wings on every pair

All you see is Remy Boyz, you know my niggas everywhere

And if somebody got a problem, we could meet up anywhere

Now go say something

Don't you niggas play dumb

You know where we came from

You don't want sauce, no A1",Happiness
85,Fat Joe,All the Way Up,"
I'm all the way up

I'm all the way up

I'm all the way up

All the way up

Nothin' can stop me, I'm all the way up


For my niggas with Bentley coupes and Rolexes

Kicked the bitch out the room and gave her no breakfast

Had to stash the jewels, these bitches so reckless

Keep my hoes on cruise, I'm talkin' naughty nothings

Shorty uptown showin' off her new things

Couldn't take it all so I gave her un chin

She call me top shotta, yeah I keep a few tings

Champion sound, yeah I got a few rings

And I'm all the way up

And you can stay up

And if you ask anybody where I live

They'll point to the hills and say

Go all the way up

Go all the way up",Happiness
308,Jonas Brothers,Sucker,"
I'm a sucker for you

You say the word and I'll go anywhere blindly

I'm a sucker for you, yeah

Any road you take, you know that you'll find me

I am a sucker for all the subliminal things

No one knows about you (About you), about you (About you)

And you're making the typical me break my typical rules

It's true, I'm a sucker for you, yeah


Don't complicate it (Yeah)

'Cause I know you and you know everything about me

I can't remember (Yeah) all of the nights

I don't remember when you're 'round me (Oh, yeah, yeah)",Happiness
280,Florida Georgia Line,Simple,"
It's like one, two, three

Just as easy as can be

Just the way you look at me

You make me smile

Ain't no need to complicate it, we both know that's overrated

We've been there, it's safe to say it ain't our style

It's just that simple, S-I-M-P-L-E

Simple as can be

It's just that simple, S-I-M-P-L-E

Simple as can be


We used to live on Instagram

Worry 'bout who all gives a damn

'Bout where we've been and where we ended up

Then I met you and you met me

And all the rest is history

An epiphany that all we need is us",Happiness
356,Ellie Goulding,Close to Me,"
And I don't wanna be somebody without your body

Close to me

And if it wasn't you, I wouldn't want anybody

Close to me (Yeah, yeah)

'Cause I'm an animal, animal-al

Like animal, like you

And I don't wanna be somebody without your body

Close to me (Woo)


You can never come too close for comfort

I had to cut my bitch off, she bein' stubborn (Stubborn)

I make it known I fuck with you, not undercover ('Cover)

And when I jump in, I'm burnin' rubber (Yeah, skrrt)

Iced out body, didn't go to college (Yeah, yeah)

Price tag poppin', then you on a private (Then you on a)

Don't say ""Sorry,"" everyone's watchin' (Everyone)

When you're where I am, everything's timeless (Yeah, yeah)",Happiness
235,Imagine Dragons,Whatever It Takes,"
Whatever it takes

'Cause I love the adrenaline in my veins

I do whatever it takes

'Cause I love how it feels when I break the chains

Whatever it takes

You take me to the top

I'm ready for whatever it takes

'Cause I love the adrenaline in my veins

I do what it takes


Always had a fear of being typical

Looking at my body feeling miserable

Always hanging on to the visual

I wanna be invisible

Looking at my years like a martyrdom

Everybody needs to be a part of them

Never be enough from the particle sum

I was born to run, I was born for this

Whip, whip

Run me like a race horse

Pull me like a rip cord

Break me down and build me up

I wanna be the slip, slip

Word upon your lip, lip

Letter that you rip, rip

Break me down and build me up",Anger
167,Maroon 5,Cold,"
Are we taking time or a time out?

I can't take the in between

Asking me for space here in my house

You know how to fuck with me

Acting like we're not together

After everything that we've been through

Sleeping up under the covers

How am I so far away from you?


Distant when we're kissing

Feel so different

Baby tell me how did you get so...",Sadness
255,Rich the Kid,Plug Walk,"
Plug walk (plug walk, plug, plug)

I don't even understand how the fuck my plug talk (huh? what, what?)

Pick him up in a space coupe, I don't let my plug walk (skrrt, pull up in a space coupe)

New freak, had to cut my other lil' bitch off (ooh, ooh, lil' bitch)

50K, you could come and book a nigga for a plug walk


Big ol' Bentley, it's a spaceship (woah)

Call me on my phone, I don't say shit (what?)

I make money when I talk (when I talk)

I'm a boss, take a loss (I'm a what?)

I could introduce you to the plug (to the plug)

Bitch, this ain't no Henny in my cup (lil' bitch)

Stayed down, now the racks up (racks up)

She gon' let me fuck, ass up (ass up)

Plug

I stuck keys in the Louis V (Louis V)

Fuck 12, I’m a G, ain't no stoppin' me (ain't no stoppin' me)

And my wrist is on overseas (drip)

Rich nigga, you can't talk to me (rich)",
199,Drake,God's Plan,"
God's plan, God's plan

I hold back, sometimes I won't (yeah)

I feel good, sometimes I don't (ayy, don't)

I finessed down Weston Road (ayy, 'nessed)

Might go down a G.O.D. (yeah, wait)

I go hard on Southside G (yeah, wait)

I make sure that north-side eat

And still


Bad things

It's a lot of bad things

That they wishin' and wishin' and wishin' and wishin'

They wishin' on me

Bad things

It's a lot of bad things

That they wishin' and wishin' and wishin' and wishin'

They wishin' on me

Yeah, ayy, ayy",
198,Keith Urban,The Fighter,"
What if I fall

I won't let you fall

What if I cry

I'll never make you cry

And if I get scared?

I'll hold you tighter

When they're tryna get to you baby I'll be the fighter

What if I fall

I won't let you fall

What if I cry

I promise I'll never make you cry

And if I get scared?

I'll hold you tighter

When they're tryna get to you baby I'll be the fighter


Look in the mirror

You're beautiful, so beautiful

I'm here to remind you

You're my only one, let me be the one

To heal all the pain that he put you through

It's a love like you never knew

Just let me show you",
33,Bryson Tiller,Don't,"
Don't


Girl, said he keeps on playing games and his loving ain't the same

I don't know what to say-ay but

What a shame

If you were mine you would not get the same

If you were mine you would top everything

Suicide in the drop switching lanes

And that thang so fire baby no propane

Got good pussy girl can I be frank

To keep it 100 girl I ain't no saint

But he the only reason that I'm feeling this way

Giving you the world baby when you get space

Pen game get me laid, baby that's penetrate

Oh baby",
448,Black Eyed Peas,Ritmo (Bad Boys for Life),"
Ritmo


No son ni Reebook ni son Nike (No)

Sin estilista luzco fly (Yes)

La Rosalía me dice que luzco guay (La Rosalía)

No te lo niego porque yo sé lo que hay (Wuh)

Lo que se ve, no se pregunta (Na')

Si los perdí, tengo claro que e' mi culpa (Es mi culpa, culpa; ah)

Como Canelo en el ring nada me asusta

Vivo en mi base y la paz no me la tumban (Wuh)

Hakuna Matata como Timón y Pumba

Voy pa' leyenda así que dale zumba

Los dejo ciego' con la vibra que me alumbra

Haters pa' la tumba, nosotros pa' la rumba (Ra)",
872,Jelly Roll,I Am Not Okay,"
I know I can't be the only one

Who's holdin' on for dear life

But God knows, I know

When it's all said and done


I'm not okay

But it's all gonna be all right

It's not okay

But we're all gonna be all right",
579,Keith Urban,One Too Many,"
Whoa, oh yeah

Whoa, oh yeah

I go out with some new friends

But it just makes me miss you more

More


I spent all my money drinking on my own, yeah

In this bar, just sat here staring at my phone

And I keep second guessing, where did I go wrong?

I know I'm proud, but I've had one too many, come take me home",
168,DRAM,Broccoli,"
In the middle of the party bitch get off me

In the cut I'm rolling up my broccoli

Ya I know your baby mama fond of me

All she want to do is smoke that broccoli

Whispered in my ear she trying to leave with me

Said that I can get that pussy easily

Said that I can hit that shit so greasily

I'm a dirty dog I did it sleazily


Ain't no tellin' what I'm finna be on

I'm beyond all that fuck shit

Ain't no tellin' what I'm finna be on

I'm beyond all that fuck shit",
720,Morgan Wallen,Thought You Should Know,"
I thought you should know

That all those prayers you thought you wasted on me

Must've finally made their way on through

I thought you should know

I got me a new girl down in Jefferson City, and

She lets me fish whenever I want to

Yeah, I'm still proud of where I came from

Still your only damn son

Can you believe I'm on the radio?

Just thought you should know, thought you should know, thought you should know


Oh, by the way, Momma, didn't mean to ramble on ya

How's everything back at home?

Yeah, how's that garden comin'?

Is dad still doing dumb shit?

And how'd he keep you this long?

Yeah, I'm sorry that I called you so late

I just miss you but anyways",
418,Harry Styles,Watermelon Sugar,"
Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar high

Watermelon sugar


Strawberries on a summer evenin'

Baby, you're the end of June

I want your belly and that summer feelin'

Getting washed away in you",
702,Taylor Swift,Anti-Hero,"
It's me, hi, I'm the problem, it's me

At tea time, everybody agrees

I'll stare directly at the sun, but never in the mirror

It must be exhausting, always rooting for the anti-hero


Sometimes I feel like everybody is a sexy baby

And I'm a monster on the hill

Too big to hang out, slowly lurching towards your favorite city

Pierced through the heart, but never killed",
526,Bad Bunny,Dakiti,"
Baby, a ti no me opongo

Y siempre te lo pongo

Y si tú me tira', vamo' a nadar en lo hondo

Si e' por mí te lo pongo

De septiembre hasta agosto

A mí sin cojone' a lo que digan tu' amiga'

[Estribillo: Bad Bunny & Jhay Cortez]

Ya yo me enteré, se nota cuando me ve'

Ahí donde no ha' llega'o sabe' que yo te llevaré

Y dime qué quiere' beber, e' que tú ere' mi bebé

¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver (¿Me sigue'?)


Mami, me tiene' juquea'o, sí

Si fuera' la Uru', me tuviese' parquea'o

Dando vuelta' por Condado, contigo siempre arrebata'o

Tú no ere' mi señora, pero

Toma cinco mil, gástalo en Sephora

Louis Vuitton, ya no compra en Pandora

Como piercing, a los hombre' perfora, eh-eh-eh",
7,The Chainsmokers,Don't Let Me Down,"
I need you, I need you, I need you right now

Yeah, I need you right now

So don't let me, don't let me, don't let me down

I think I'm losing my mind now

It's in my head, darling, I hope

That you'll be here, when I need you the most

So don't let me, don't let me, don't let me down

D-don't let me down


Don't let me down

Don't let me down, down, down

Don't let me down, don't let me down, down, down",
431,Dua Lipa,Break My Heart,"
Centre of attention

You know you can get whatever you want from me

Whenever you want it, baby

It's you in my reflection

Now I'm afraid of all the things you could do to me

If I would've known it, baby


I would've stayed at home, 'cause I was doing better alone

But when you said 'Hello', I knew it was the end of it all

I should've stayed at home, 'cause now there ain't no letting you go

Am I falling in love with the one that could break my heart?

Oh no, I was always better alone

But when you said 'Hello', I knew it was the end of it all

I should've stayed at home, 'cause now there ain't no letting you go

Am I falling in love with the one that could break my heart?",
90,Kevin Gates,Really Really,"
Make em believe I made em believe

A Lyrical song writer

And he can sing

Bringing in money like raking in leaves

I was just trying to get paper to sneeze

Achooo

That was a blessing

She special to you

I don't look at her special

Actually I treat her regular

Not being seen

We not making no spectacle

Gates had her first then he gave her to Kevin

All the above we do all the etcetera

Scared of the feds

Had to switch up my cellular

He talking Reckless don't call me back ever

Passing thru Gardere to holler at Glover

Shout out to black

Shout out to Cedric

Grey Monte Carlo

Cocaine 911

Just hollered at Trav

I'm like the Reverend

My section ridiculous

Watch where you stepping

Pockets on indigent, can't be too careful

Steve like em tall

And when they yellow

Working in college

Fresh with low mileage

I like em black

Pretty white teeth

Body unique

Booty on fleek

Jhene Aiko

Chewing her cheeks

Groceries please

You know that was for me


All my diamonds shine cause they really diamonds

Bad bitches in line, they be really trying

They ask me if I'm high

I say really really

Got money on my mind

I say really really

I look like I been balling cause I'm really balling

I won't apologize

I'm not really sorry

They ask me if I'm lying

I say really really

I'm really out my mind

I say really really

Really really",
440,Lil Baby,Woah,"
Brand new car is noisy, come through and it's roarin' (Skrrt)

You ain't gotta worry, don't care about your boyfriend

See me and get nervous, I damn near did it perfect

Work hard and determine, it's safe to say I earned it, woah

Yeah, none of you guys get fly as me, woah

Matter of fact, none of you guys get high as me, woah

Post my drip up daily just so they can see, woah

Turn me up some more so my haters can hear it, woah (Yeah)


I put the dope in the back of the car and I tell 'em to go

She hit when she land, she bring me the bands, she back on the road

She know how I get when I get in that mode

Ain't fuckin' with bitches, ain't buying no clothes

Wanna do shows and make me some songs

Make sure that other shit come in, get sold

We fuck with the strippers 'cause we play with poles

We play with our money and not with our nose

I used to go to the West to get loads

I just came back from the West with a trophy

I'm on some more shit

She said she miss it and sendin' emojis

No time to kick it, I'm always in motion

Can't say I miss you, I don't got emotions

I'm on that back-when-I slept-on-the-floor shit

I'm on that me-and-the-bro-kick-a-door shit

I'm on that back-when-I-stood-at-the-stove shit

Ain't goin' broke, I'm just back on my old shit

I'm takin' drugs, I don't know how to cope it

I know one thing, I'm never gon' be hopeless

If you tell 'em what was said, you a rodent

Drive the new Corvette like it's stolen, yeah",
264,Max,Lights Down Low,"
Can I stop the flow of time?

Can I swim in your Devine?

Cause I don't think I'd ever leave this place


(Oh)

Turn the lights turn the lights down low

(Yeah)

Now I'm feeling you breathing slow

Cause baby we're just reckless kids

Trying to find an island in the flood

(Oh)

Turn the lights turn the lights down low, oh",
178,SZA,Love Galore,"
Done with these niggas

I don't love these niggas

I dust off these niggas

Do it for fun

Don't take it personal

Personally, I'm surprised you

Called me after the things I said

Skrrt, skrrt on niggas

Skirt up on niggas

Skirt down, you acting like me

Acting like we

Was more than just some old fling

I said farewell

You took it well

Promise I won't cry over spilled milk

(Ooh no, I won't)

Gimme a paper towel

Gimme another valium

Gimme another hour or two

Hour with you


Why you bother me when you know you don't want me?

Why you bother me when you know you got a woman?

Why you hit me when you know you know better?

Know you know better

Know your crew better than you do

Call me looking for ya (yeah)

I be looking for ya (yeah)

Got me looking forward to weekends

With you baby

With you baby

With you baby

With you",
584,Drake,Knife Talk,"
I'm mister body catcher, Slaughter Gang soul snatcher

Ain't no regular F-150, this a fuckin' Raptor

No capper, street nigga, not a rapper

Chopper hit him and he turned into a booty clapper

Smith & Wesson, I'm 4L Gang reppin'

We done baptized morе niggas than the damn reverеnd (Yeah)

Kappa Alpha, me and my gang, we do all the steppin'

Who you checkin'? This FN shoot East to West End (Gang)


Yeah

I heard Papi outside

And he got the double-R droppy outside

Checked the weather and it's gettin' real oppy outside

I'ma drop this shit and have these pussies droppin' like some motherfuckin'—

Type of nigga that can't look me in the eyes

I despise

When I see you, better put that fuckin' pride to the side

Many times, plenty times, I survived

Beef is live, spoiler alert, this nigga dies",
793,Morgan Wallen,I Wrote the Book,"
If you wanna learn

To throw a curve right

To catch a clean up

Lookin' on a third strike

Talk a little smack

While he's walkin' back

Yeah, I wrote the book


But there's one that lays by

The lamp on the nightstand

One that says don't cuss and don't fight

Or let the bottle turn you into a different man",
163,Drake,Passionfruit,"
Listen

Seein' you got ritualistic

Cleansin' my soul of addiction for now

'Cause I'm fallin' apart, yeah

Tension

Between us just like picket fences

You got issues that I won't mention for now

'Cause we're fallin' apart


Passionate from miles away

Passive with the things you say

Passin' up on my old ways

I can't blame you, no, no

Passionate from miles away

Passive with the things you say

Passin' up on my old ways

I can't blame you, no, no",
414,Arizona Zervas,Roxanne,"
Roxanne, Roxanne

All she wanna do is party all night

God damn, Roxanne

Never gonna love me but it's alright

She think I'm a asshole

She think I'm a player

She keep running back though

Only 'cause I pay up

Roxanne, Roxanne

All she wanna do is party all night


Met her at a party in the hills, yeah

She just wanna do it for the thrill, yeah

Shorty drive a poodle with no top (Top, top)

But if I throw this money she gon' drop, ayy

She dont wait in lines if it's too long

She dont drive the whip unless the roof off

Only want to call when the cash out

Only take the pic when her ass out",
850,Chappell Roan,Hot to Go!,"
Baby, do you like this beat?

I made it so you'd dance with me

It's like a hundred ninety-nine degrees

When you're doing it with me, doing it with me


H-O-T-T-O-G-O

Snap and clap and touch your toes

Raise your hands, now body roll

Dance it out, you're hot to go

H-O-T-T-O-G-O

Snap and clap and touch your toes

Raise your hands, now body roll

H-O-T-T-O-G-O",
844,Djo,End of Beginning,"
And when I'm back in Chicago I feel it


This song has set in now

And you're just now finding out

Now is it dead laugh

A major sacrifice

A clue to set the

And

Trust me you'll be fine",
698,Maren Morris,Circles Around This Town,"
I drove circles around this town

Trying to write circles around this town

Trying to say something with meaning, something worth singing about

I've been kind and I've been ruthless

Yeah, I got here but the truth is

Thought when I hit it, it'd all look different

But I still got the pedal down

Driving circles around this town


So many times I thought about leaving

Got my ass kicked trying to compete with

Everybody else's ones that got away

Hung around long enough to catch a break",
