song_id,artist,title,lyrics,emotion
221,BlocBoy JB,Look Alive,"901 Shelby Drive, look alive, look alive ('live)

Niggas came up on this side, now they on the other side (word, word, word)

Oh well, fuck 'em, dawg, we gon' see how hard they ride (huh, fuck 'em)

I get racks to go outside and I split it with the guys (outside)

We up on the other side, niggas actin' like we tied

I've been gone since, like, July, niggas actin' like I died

They won't be expectin' shit when Capo go to slide (hah)

'Cause I told them that we put that shit behind us but I lied (hah)


Ayy, ayy, look who I'm around, man

If I fucked up, I'ma be downtown, man

Fourth floor bound, man, that's if I get caught, man

Pushed me to the edge, so it really ain't my mothafuckin' fault

Man, I'm not to blame, man, this fuckin' industry is cutthroat

I'm not the same, man, and I could let you check the tag now

I'm rockin' name brand, I'm only chasin' after bags now

I got a game plan and I'm out here with the woo!",Anger
246,Migos,Stir Fry,"
Keep watchin' me whip up, still be real and famous

Dance with my dogs in the nighttime (yeah, woo, woo, woo, roof)

In the kitchen, wrist twistin' like a stir fry (whip it)

In the kitchen, wrist twistin' like a stir fry (whip it)

In the kitchen, wrist twistin' like a stir fry (whip it)

In the kitchen, wrist twistin' like a stir fry (whip it) (Offset)


Gon' whip it, intermission, let the birds fly (brrr)

I get money, tunnel vision through my third eye (money)

In that skillet, watch me flip it like it's Five Guys (flip it)

Look at my pilgrim, check out the ceiling, look at the blue sky (skrrt)

Icy Patek, check, yeah, boogers, they sit on my neck (ice)

I don't regret shit, yeah, I'm petty and I don't got a debt

You crawl 'fore you walk, you can ball every week

For my dogs 'hind the wall, we gon' ball when you free (ball)

Stop watchin' me, democracy, you wanna copy me (you watchin')

Life's Monopoly, go cop me some land and some property (property)

AP, Rolls, pink diamonds, whoa

Whip up the soda, diamonds off the Royce (hey)",Happiness
536,Olivia Rodrigo,Traitor,"
And ain't it funny

How you said you were friends?

Now it sure as hell don't look like it


You betrayed me

And I know that you'll never feel sorry

For the way I hurt, yeah",Surprise
302,Billie Eilish,Bad Guy,"
So you're a tough guy

Like a really rough guy

Just can't get enough guy

Chest always so puffed guy

I'm that bad type

Make your mama sad type

Make your girlfriend mad type

Might seduce your dad type

I'm the bad guy, duh

I'm the bad guy


I like it when you take control

Even if you know that you don't

Own me, I'll let you play the role

I'll be your animal

My mommy likes to sing along with me

But she won't sing this song

If she reads all the lyrics

She'll pity the men I know",Anger
509,BTS,Butter,"
Oh, when I look in the mirror

I'll melt your heart into two

I got that superstar glow so (Ooh)

Do the boogie like


Side step, right, left to my beat

High like the moon, rock with me, baby

Know that I got that heat

Let me show you 'cause talk is cheap

Side step, right, left to my beat

Get it, let it roll",Happiness
804,Kendrick Lamar,Not Like Us,"
They not like us, they not like us, they not like us

They not like us, they not like us, they not like us


You think the Bay gon' let you disrespect Pac, nigga?

I think that Oakland show gon' be your last stop, nigga

Did Cole fouI, I don't know why you still pretendin'

What is the owl? Bird niggas and bird bitches, go

The audience not dumb

Shape the stories how you want, hey, Drake, they're not slow

Rabbit hole is still deep, I can go further, I promise

Ain't that somethin'? B-Rad stands for bitch and you Malibu most wanted

Ain't no law, boy, you ball boy, fetch Gatorade or somethin'

Since 2009, I had this bitch jumpin'

You niggas'll get a wedgie, be flipped over your boxers

What OVO for? The ""Other Vaginal Option""? Pussy

Nigga better straighten they posture, got famous all up in Compton

Might write this for the doctorate, tell the pop star, ""Quit hidin'""

Fuck a caption, want action, no accident

And I'm hands-on, he fuck around, get polished

Fucked on Wayne girl while he was in jail, that's connivin'

Then get his face tatted like a bitch apologizin'

I'm glad DeRoz' came home, y'all didn't deserve him neither

From Alondra down to Central, nigga better not speak on Serena

And your homeboy need subpoena, that predator move in flocks

That name gotta be registered and placed on neighborhood watch

I lean on you niggas like another line of Wock'

Yeah, it's all eyes on me, and I'ma send it up to Pac, ayy

Put the wrong label on me, I'ma get 'em dropped, ayy

Sweet Chin Music and I won't pass the aux, ayy

How many stocks do I really have in stock? Ayy

One, two, three, four, five, plus five, ayy

Devil is a lie, he a 69 God, ayy

Freaky-ass niggas need to stay they ass inside, ayy

Roll they ass up like a fresh pack of 'za, ayy

City is back up, it's a must, we outside, ayy",
157,Halsey,Now or Never,"
Never pick up, never call me

You know we are running outta time

Never pick up, when you own me

Now I gotta draw a line

Baby I've been done, enough talking

Need to know that you're mine

Baby we've done enough talking

Gotta be right now, right now


Baby gon' love me now, now, now

Now, now, now

Now or never

I want you to hold me down, down

Down, down, down , down

Down forever

Said you don't wanna keep you around

'Round forever

I want you to love me now, now, now

(Now, now, now)

Now or never",
491,Luke Combs,Does to Me,"
So say I'm a middle of the road

Not much to show

Underachieving, average Joe

But I'm a hell of a lover

A damn good brother

And I wear this heart on my sleeve

And that might not mean much to you

But it does to me


I was the one phone call when my brother went to jail

Pawned my guitar just to pay his bail

No, I'll never get it back

But I'm okay with that

I was the first man standing next to my best friend

The day the love of his life said ""I do"" to him

I was a couple beers deep

But I still remembered that speech

And that might not mean much to you

But it does to me",
721,Kane Brown,Thank God,"
Hand on the Bible

Don't know how I got you

But I couldn't ask for more

Girl, what we got's worth thanking God for


So, thank God

I get to wake up by your side and thank God

Your hand fits perfectly in mine and thank God

You loved me when you didn't have to

But you did and you do and He knew

Thank God for giving me you

Oh, yeah, thank God

Thank God for giving me you (Oh, yeah-yeah, yeah)",
713,Harry Styles,As It Was,"
In this world, it's just us

You know it's not the same as it was

In this world, it's just us

You know it's not the same as it was

As it was, as it was

You know it's not the same


Answer the phone

""Harry, you're no good alone

Why are you sitting at home on the floor?

What kind of pills are you on?""

Ringin' the bell

And nobody's coming to help

Your daddy lives by himself

He just wants to know that you're well, oh-oh-oh",
819,Taylor Swift,Fortnight,"
And for a fortnight there, we were forever

Run into you sometimes, ask about the weather

Now you're in my backyard, turned into good neighbors

Your wife waters flowers, I wanna kill her


All my mornings are Mondays stuck in an endless February

I took the miracle move-on drug, the effects were temporary

And I love you, it's ruining my life

I love you, it's ruining my life

I touched you for only a fortnight

I touched you, but I touched you",
266,Calvin Harris,One Kiss,"
Something in you lit up heaven in me

The feeling won't let me sleep

'Cause I'm lost in the way you move, the way you feel


One kiss is all it takes

Falling in love with me

Possibilities

I look like all you need

One kiss is all it takes

Falling in love with me

Possibilities

I look like all you need",
821,Tyla,Water,"
Normally

I can keep my cool, but tonight I'm wildin'

I'ma be

In a dangerous mood, can you match my timing?

Mm, mm

Telling me

That you really 'bout it, why try hide it?

Oh, oh

Talk is cheap, so show me

That you understand how I like it


Can you blow my mind?

Set off my whole body

If I give you my time

Can you snatch my soul from me?

I don't wanna wait, come take it

Take me where I ain't been before

Can you blow my mind?

Set off my whole body

Whole body",
697,Kane Brown,One Mississippi,"
Oh, oh, oh, oh, oh

Well, I swear we're through with the lonely drunk and déjà vu

Oh, oh, oh, oh, oh

Five minutes out of downtown

Ain't nothin' but a countdown


One Mississippi, two Mississippi, three shots of whiskey

Are you on your way?

Way tipsy, baby, come kiss me, I can't wait, I can't wait

Mississippi, two Mississippi, three in the mornin'

We'll be on our way

So tipsy, can't stop kissin', I can't wait, I can't wait forever",
825,Morgan Wallen,Last Night,"
I know that last night we let the liquor talk

I can't remember everything we said but we said it all

You told me that you wish I was somebody you never met

But baby, baby somethin's tellin' me this ain't over yet

No way it was our last night

No way it was our last night


No way it was the last night that we break up

I see your tail lights in the dust

You call your momma, I call your bluff

In the middle of the night, pull it right back up

Yeah my, my friends say let her go

Your friends say what the hell

I wouldn't trade your kind of love for nothin' else",
707,SZA,Snooze,"
I can't lose when I'm with you

How can I snooze and miss the moment?

You just too important

Nobody do body like you do

I can't lose when I'm with you

I can't just snooze and miss the moment

You just too important

Nobody do body like you do, you do


In a droptop ride with you, I feel like Scarface (Scarface)

Like that white bitch with the bob, I'll be your main one (Your main onе)

Let's take this argument back up to my placе (My place)

Sex remind you I'm not-violent, I'm your day one (Day one)

We ain't had shit, yeah, it was magic, yeah

Smash and grab shit, yeah

Nasty habits take a hold when you not here

Ain't a home when you not here

Hard to grow when you not here, I'm sayin'",
471,Carly Pearce,I Hope You're Happy Now,"
I hope you find what you were looking for

I hope your heart ain't hurting anymore

And you get moving on, all figured out

And you don't hate me somehow

'Cause I hope you're happy now


Who knew this heart could break this hard

Or a love like ours could fall apart

Without so much as a warning

I thought that I was what you wanted",
870,Myles Smith,Stargazing,"
Take my heart, don't break it

Love me to my bones

All this time I've wasted

You were right there all along

You and I stargazin'

Intertwinin' souls

We were never strangers

You were right there all along


I lose my mind

When I'm around you how I come alive

When I'm without you I can't help but feel so lost

I wanna give you all I've got",
615,Gayle,ABCDEFU,"
I was into you, but I'm over it now

And I was tryna be nice

But nothing's getting through, so let me spеll it out


A-B-C-D-E, fuck you

And your mom and your sister and your job

And your broke-ass car and that shit you call art

Fuck you and your friends that I'll nеver see again

Everybody but your dog, you can all fuck off",
329,Kodak Black,Zeze,"
Pull up in a demon, on God (On God)

Lookin' like I still do fraud (Fraud)

Flyin' private jet with the rod (Rod)

This that Z shit, this that Z shit (This that Z shit)

Pull up in a demon, on God (On God)

Lookin' like I still do fraud (Fraud)

Flyin' private jet with the rod (Rod)

This that Z shit, this that Z shit (This that Z shit)


Offset! Blow the brains out the coupe (Boo)

Police wanna talk, but I'm on mute (Woo, woo, hey)

I'ma bust her wrist down 'cause she cute (Ice)

Fuck her on a yacht, dive in a pool (Yeah)

She an addict (Addict), addict for the lifestyle and the Patek (Patek)

Big daddy, have you ever felt Chanel fabrics? (Chanel)

I be drippin' to death, I need a casket (Drippin')

And we got more stripes than the ref, he foul, TEC him (Bow, stripes)

In the middle of the field like David Beckham (Field, bow-bow)

All my niggas locked up, for real, I'm tryna help 'em (Free, free)

When I got a mil', got me the chills, don't know what happened (Hoo, chills)

Pop pills, do what you feel, I'm on that zombie (Hey, hoo)

I'm more like Gaddafi, I'm not no Ghandi (Gaddafi, hey)

I'm more like I'm David, Goliath runnin' (Hey, hey)

Niggas be clonin', I find it funny (Clone, haha)

We from the Nawf, straight out of the dungeon (We from the Nawf, hey)

I go in her mouth, she can't tell me nothin' (Eghck, eghck, egchk)

300, the watch is out of your budget (Woo, woo, 300)

Mean-muggin' got me clutchin'

Yeah, and this stick right out of Russia",
