song_id,artist,title,lyrics,emotion
550,SZA,Good Days,"
I try to keep from losin' the rest of me

I worry that I wasted the best of me on you, baby

You don't care

Said, ""Not tryna be a nuisance, it's just urgent""

Tryna make sense of loose change

Got me a war in my mind

Gotta let go of weight, can't keep what's holding me

Choose to watch

While the world break up and fall on me


All the while, I'll await my armored fate with a smile

Still wanna try, still believe in good days, good days

Always inside (Always in my mind, always in my mind, mind)

Good day living in my mind",Sadness
270,Gucci Mane,I Get the Bag,"
Percocet pill on me, ice on my neck baby chill with me (ice!)

Them niggas that flex in the back don't say nothin them niggas will kill for me

Backends I got 'em asleep, on fleek

100k spent on a Patek Phillippe (Phillippe!)

Bitch I'm a dog, give my treat

Hop out the frog and leap (leap!)

I put them bricks in the Phantom, my bitch she walk around like she Kris Jenner

I used to break and then enter

Then Takeoff run 'em like the game of temple

It's simple, I play with the mental

Momma said she saw me on Jimmy Kimmel (mama!)

Canada 'cause I'm a money symbol

Walking with the racks I'm looking crippled (money!)

Fuck on that bitch then I tip her (tip her!)

A nickel for me to take pictures (nickel!)

Not from L.A. but I clip her (brrr!)

Double my cup, pour a triple

Fox on my body, no Vivica (fox on my)

I'm not your average or typical (I'm not your)

Look at my wrist and it's critical (look at the)

Hold it up, droppin' the temperature (droppin' the)

I get that bag on the regular (bag!)

I got a bag on my cellular (brrr!)

Backing up, bagging up vegetables

Baggin' up cookies, it's medical (cookies!)

Cocaine, codeine, et cetera

Cocaine and lean, it's federal

I take off, landin' on Nebula

As of now 20 M's on my schedule

(Takeoff!)


You get the bag and fumble it, I get the bag and flip it and tumble it (ye)

Straight out the lot, 300 cash (cash!), and the car came with a blunt in it (ye)

Lil mama a thot (thot!), and she got ass, and she gon' fuck up a bag (ye)

Pull up to the spot, living too fast, droppin' the dope in the stash (yeee-ah)

In Italy, got two foreign hoes, they DM me (brrr!)

Drop the top (drop top), when it's cold but you feel the heat (skrrt)

Be real with me, keep it 100, just be real with me, aye

(It's Gucci!)

Eat it up like it's a feast, they say the dope on fleek",Anger
752,Hardy,Wait in the Truck,"I got turned around in some little town
I'd never been to before
Working my way through a middle-of-June
Midnight thunderstorm
There was something in the headlights
It stopped me on a dime

Well, she was scared to death, so I said

""Climb in, "" and then she climbed

Oh, yeah

Well, she was bruised and broke from head to toe

With a tear in her blood-stained shirt

She didn't tell the whole truth, but she didn't have to

I knew what had happened to her

I didn't load her down with questions

That girl had been through enough

I just threw it in drive, looked in those eyes

And I asked her where he was

I don't know if he's an angel

'Cause angels don't do what he did

He was hellbent to find the man behind

All the whiskey scars I hid

I never thought my day of justice

Would come from a judge under a seat

But I knew right then I'd never get hit again

When he said to me

""Wait in the truck

Just wait in the truck""

Well, I knocked and knocked and no one came

So I kicked in his double-wide door

I let the hammer drop before he got

To that 12 he was reaching for

I didn't try to hide my pistol

I didn't even try to run

I just sat on the porch, smoking one of his cigarettes

And waited for the cops to come

I don't know if he's an angel

'Cause angels don't do what he did

He was hellbent to find the man behind

All the whiskey scars I hid

I never thought my day of justice

Would come from a judge under a seat

But I knew right then I'd never get hit again

When he said to me

""Wait in the truck

Just wait in the truck""

Whoa (whoa)

Have mercy on me, Lord

Have mercy on me

Have mercy on me (hey), Lord

It's been 60 months and she still comes

To see me from time to time

It was worth the price, to see a brighter side

Of the girl I picked up that night

And I might be here forever

It ain't paradise, that's true

But it's whole hell of a lot better

Than the place I sent him to, yeah

Wait in the truck (have mercy on me)

Just wait in the truck

(Have mercy, have mercy, have mercy on me)

Wait in the truck (Lord, have mercy)

Just wait in the truck

have mercy on me, Lord

Have mercy on me

(Have mercy, have mercy, have mercy on me) have mercy on me, Lord

Have mercy on me

(Have mercy, have mercy, have mercy on me) wait in the truck

Just wait in the truck

(Have mercy, have mercy, have mercy on me) wait in the truck

Just wait in the truck (please have me mercy)",Fear
521,Machine Gun Kelly,My Ex's Best Friend,"
Now we're in the back seat of the black car going home

When she asked me, is it wrong if I come up with you

We're both drunk on the elevator when I kissed you for the first time in New York City


I swear to God, I never fall in love

Then you showed up and I can't get enough of it

I swear to God, I never fall in love

I never fall in love but I can't get enough of it",Surprise
352,Dean Lewis,Be Alright,"
And my friends said

""I know you love her, but it's over, mate

It doesn't matter, put the phone away

It's never easy to walk away, let her go

It'll be alright""


So I asked to look back at all the messages she'd sent

And I know it wasn't right but it was fucking with my head

And everything deleted like the past, yeah it was gone

And when I touched your face, I could tell you were moving on

But it's not the fact that you kissed him yesterday

It's the feeling of betrayal, that I just can't seem to shake

And everything I know tells me that I should walk away

But I just want to stay",Sadness
360,Post Malone,Circles,"
Seasons change and our love went cold

Feed the flame 'cause we can't let it go

Run away but we're running in circles

Run away, run away

I dare you to do something

I'm waiting on you again, so I don't take the blame

Run away but we're running in circles

Run away, run away, run away, oh


I got a feeling it's time to let go

I said so,

I knew that this was doomed from the get-go

You thought that it was special, special

But it was just a sex doll, the sex doll

And I still hear the echoes, echoes

I got a feeling that it's time to let it go, let it go",
724,Eslabon Armado,Ella Baila Sola,"
Y ahí te va, mija

Y pura Doble P, viejo

Así nomás, compa Pedro

Puro Eslabon Armado

Pa' las plebitas

¡Cha-chau!


No soy un vato que tiene varo

Pero hablando del corazón te cumplo todo

Me agarró pegadito dе su mano

Mi compa ni se la creyó, que al pasar fui yo

Su cuеrpo, juro por Dios, que era tan perfecta

Su cinturita como modelo

Sus ojos desde el principio me enamoraron

A ella le gusto y a mí me gusta",
751,Meghan Trainor,Made You Look,"
When I do my walk, walk

I can guarantee your jaw will drop, drop

'Cause they don't make a lot of what I got, got

Ladies if you feel me, this your bop, bop (bop-bop-bop)


I could have my Gucci on (Gucci on)

I could wear my Louis Vuitton

But even with nothing on

Bet I made you look (I made you look)

Yeah, I look good in my Versace drеss (Take it off)

But I'm hotter when my morning hair's a mеss

Cause even with my hoodie on

Bet I made you look (I made you look)

Mhm-hm-hm",
253,Lil Dicky,Freaky Friday,"
I woke up in Chris Brown's body (oh yeah)

Somehow this shit turned into Freaky Friday

But we got no choice but to turn this bitch sideways (oh yeah, oh yeah)

I can't believe that its freaky Friday

Yeah it's Freaky Friday

I'm in Chris Brown's body

I drive his Ferrari and I'm light-skinned black


(Ring ring, what the fuck)

I woke up and I'm Lil Dicky (Lil Dicky)

(Ugh, what the fuck)

This shit is real weak

How his dick staying perched up on his balls like that?

Walking down the street and ain't nobody know my name (whoa)

Ain't no paparazzi flashing pictures, this is great (whoa)

Ain't nobody judging 'cause I'm black or my controversial past

I'ma go and see a movie and relax (woo)

Ayy, I'm a Blood but I can finally wear blue (cool)

Why his momma calling all the time?

Leave me the fuck alone, bitch

Wait, if I'm in Dicky's body, Breezy is who?

Hope my daughter's in school

Fuck, if I was Chris Brown, where would I be?

What would I do?",
665,Tyler Hubbard,5 Foot 9,"
God makes

5 foot 9, brown eyes in a sundress

Loves Tim McGraw and a small-town accent

Ain't no way that me and this truck made her fall in love

Jack makes good whiskey

But God makes the good stuff

Woah-oh, oh-oh, God makes the good stuff


Like that sweet little kiss she lays on me

When I pull up in the gravel drive

The way she dances with the raindrops

Like she's the reason why they fall from the sky

And I thank Him every time I close my eyes",
