song_id,artist,title,lyrics,emotion
840,Dua Lipa,Houdini,"
Time is passin' like a solar eclipse

See you watchin' and you blow me a kiss

It's your moment, baby, don't let it slip

Come in closer, are you readin' my lips?


They say I come and I go

Tell me all the ways you need me

I'm not here for long

Catch me or I go Houdini

I come and I go

Prove you got the right to please me

Everybody knows

Catch me or I go Houdini",
13,Flo Rida,My House,"
Sometimes you gotta stay in

And you know where I live

Yeah, you know what we is

Sometimes you gotta stay in, in


Welcome to my house

Baby take control now

We can't even slow down

We don't have to go out

Welcome to my house

Play that music too loud

Show me what you do now

We don't have to go out

Welcome to my house

Welcome to my house",
376,Jonas Brothers,Only Human,"
We gon' dance in my living room, slave to the way you move

Hurts when I’m leaving you (Ayy)

Just dance in the living room, love with an attitude

Drunk to an 80s groove (Ayy)

We gon' dance in my living room, slave to the way you move

Hurts when I'm leaving you (Ayy)

Dance in the living room, love with an attitude

Drunk


It's only human, you know that it's real

So why would you fight or try to deny the way that you feel?

Oh, babe, you can't fool me, your body's got other plans

So stop pretending you're shy, just come on and

Dance, dance, dance, dance, oh",
434,Chris Brown,No Guidance,"
You got it, girl, you got it (Ayy)

You got it, girl, you got it


Lil' baby in her bag, in her Birkin

No nine to five, put the work in

Flaws and all, I love 'em all, to me, you're perfect

Baby girl, you got it, girl, you got it, girl (Oh-oh)

You got it, girl, you got it, girl (Ooh)",
28,Future,Low Life,"
I turn the Ritz into a poor house

It's like eviction number four now

Go 'head and ash it on the floor now

Girl go ahead and show me how you go down

And I feel my whole body peaking

And I'm fucking anybody with they legs wide

Getting faded with some bitches from the West Side

East coast, nigga repping North Side

Never waste a hoe's time (Freebands)

Bitch, I'm on my own time

Fuck a nigga co-sign

Always change my number and my phone line

Baby girl, I don't lie

Used to have no money for a crib

Now my room service bill cost your whole lot

If they try to stunt me, I go all out military

I'm camo'ed all out, like I'm in the military

I free up all my niggas, locked up in the penitentiary


Cause I'm always repping for that low life

Repping for that low life turn up

Low life, low life, low life

Know I'm repping for that low, low life

Representing, I'm representing, representing

Said I'm repping for that low life

Low life, low life, low life, low life

I'm representing for that low life

Said I'm repping for that low life

I'm repping, that's repping, I'm repping

Low life, low life, low life

Rep, rep, rep, rep, rep, rep, rep

Woo, woo, woo, woo

Yeah",
684,Bobby Helms,Jingle Bell Rock,"
What a bright time, it's the right time

To rock the night away

Jingle bell time is a swell time

To go glidin' in a one-horse sleigh


Giddy-up jingle horse, pick up your feet

Jingle around the clock

Mix and a-mingle in the jinglin' feet

That's the jingle bell rock",
203,Post Malone,Rockstar,"
Ayy, ayy, switch my whip, came back in black

I'm startin' sayin', ""Rest in peace to Bon Scott""

Ayy, close that door, we blowin' smoke

She ask me light a fire like I'm Morrison

Ayy, act a fool on stage

Prolly leave my fuckin' show in a cop car

Ayy, shit was legendary

Threw a TV out the window of the Montage

Cocaine on the table, liquor pourin', don't give a damn

Dude, your girlfriend is a groupie, she just tryna get in

Sayin', ""I'm with the band""

Ayy, ayy, now she actin' outta pocket

Tryna grab up from my pants

Hundred bitches in my trailer say they ain't got a man

And they all brought a friend

Yeah, ayy


Ayy, ayy, I've been fuckin' hoes and poppin' pillies

Man, I feel just like a rockstar (star)

Ayy, ayy, all my brothers got that gas

And they always be smokin' like a Rasta

Fuckin' with me, call up on a Uzi

And show up, man them the shottas

When my homies pull up on your block

They make that thing go grrra-ta-ta-ta (pow, pow, pow)",
44,Zara Larsson,Never Forget You,"
I will never forget you

You'll always be by my side

From the day that I met you

I knew that I would love you 'till the day I die

And I will never want much more

And in my heart I will always be sure

I will never forget you

And you will always be by my side 'till the day I die


Till the day I die (tll the day I die)

Till the day I die (tll the day I die)",
597,Chase Rice,Drinkin' Beer. Talkin' God. Amen.,"
SITTIN’ HERE, DRINKIN’ BEER, TALKIN’ GOD, AMEN

KILLING TIME LIVIN LIFE WITH SOME DOWN HOME FRIENDS

WHEN THE WORLD’S GONE CRAZY MAN IT ALL MAKES SENSE

SITTIN’ HERE, DRINKIN BEER, TALKIN' GOD, AMEN


GOTTA THANK HIM FOR A LITTLE PIECE OF DIRT

LITTLE PEACE OF MIND FROM A COLD ONE

GOTTA COUNTRY ANGEL I DON’T DESERVE

THE KIND THAT YOU NEVER LET GO OF",
301,Halsey,Without Me,"
I say I'd catch you if you fall

And if they laugh, then fuck 'em all

And then I got you off your knees

Put you right back on your feet

Just so you can take advantage of me


Tell me how's it feel sittin' up there

Feeling so high but too far away to hold me

You know I'm the one who put you up there

Name in the sky

Does it ever get lonely?

Thinking you could live without me

Thinking you could live without me

Baby I'm the one who put you up there

I don't know why

Thinking you could live without me

Thinking you could live without me

Baby, I'm the one who put you up there

I don't know why, yeah",
366,City Girls,Act Up,"
Act up, you can get snatched up

Act up, you can get snatched up

Act up, you can get snatched up

Dirty ass nails, baby girl, you need to back up


It's Yung Miami, and I came to run my sack up

Tired ass hoes on my page tryna track us

Brand new chain, City Girls goin' Platinum

I keep a baby Glock, I ain't fightin' with no random, period

You bitches weak, is you serious?

I let him take the pussy, now he actin' all delirious

Did the dash and the run, but I can stay superior

She see my number in his phone, now you actin' curious (Haha)

He gon' buy me Gucci if I ask for it (Yup)

He'll curse a nigga rockin' Tom Ford (Ow)

I bet your lil' sister wanna look like me

I bet your lil' brother wanna fuck on me

Hood bitch, good pussy, I ain't average

Um, he can't come around without that cabbage

Um, pop a pussy bitch quick, like a bubblegum

I ain't never worry, I just deal with it for fun",
757,Luke Combs,"Going, Going, Gone","
I can say it wasn't meant to be

Or maybe meant to be's misunderstood

Can't hold on to letting go

Or change the way the river flows

Loving her's like roping in the wind


Like a runaway southbound train

Like an Arizona desert rain

Like lightning in the sky

Like fireworks in July

Like a left field home run ball

Like a whiskey shot at last call

It's like she was made for moving on

That girl is going, going, gone",
511,Olivia Rodrigo,Deja Vu,"
So when you gonna tell her that we did that too?

She thinks it's special, but it's all re-used

That was our place, I found it first

I made the jokes you tell to her when she's with you


Do you get déjà vu when she's with you?

Do you get déjà vu, hmm? (Ha)

Do you get déjà vu, huh?",
629,Olivia Rodrigo,Good 4 U,"
Well, good for you, you look happy and healthy

Not me, if you ever cared to ask

Good for you, you're doin' great out there without me

Baby, God, I wish that I could do that

I've lost my mind, I've spent the night cryin' on the floor of my bathroom

But you're so unaffected I really don't get it

But I guess good for you


Well, good for you, I guess you're gettin' everything you want

You bought a new car and your career's really takin' off

It's like we never even happened

Baby, what the fuck is up with that? (Huh?)

And good for you, it's like you never even met me

Remember when you swore to God I was the only person who ever got you?

Well, screw that, and screw you

You will never have to hurt the way you know that I do",
335,Cardi B,Please Me,"
Lollipoppin' (Poppin'), twerkin' in some J's (Ooh)

On the dance floor (Uh-huh), no panties in the way (Nope)

I take my time with it (Ow), bring you close to me (Ow)

Don't want no young dumb shit

Better fuck me like we listenin' to Jodeci

I was tryna lay low (Low), takin' it slow (Slow)

When I'm fuckin' again (Ayy)

Gotta celebrate, do you man look good? Better put him away

If you can't sweat the weave out, you shouldn't even be out

Dinner reservations like the pussy, you gon' eat out


I'm gonna ride it, do it just how you like it

Tonight and after that

Let's do it one more time

Girl, I ain't one for beggin', but now you got me beggin'",
699,Morgan Wallen,Last Night,"
I know that last night we let the liquor talk

I can't remember everything we said but we said it all

You told me that you wish I was somebody you never met

But baby, baby somethin's tellin' me this ain't over yet

No way it was our last night

No way it was our last night


No way it was the last night that we break up

I see your tail lights in the dust

You call your momma, I call your bluff

In the middle of the night, pull it right back up

Yeah my, my friends say let her go

Your friends say what the hell

I wouldn't trade your kind of love for nothin' else",
188,Marian Hill,Down,"
Everywhere I look are peoples' hands

Thrown up in the air to help them dance

Come on, baby, catch me if you can

I know you don't have any other plans


Are you down, d-d-down, d-d-down, d-d-down, down, down?

Down, d-d-down, d-d-down, d-d-down, down, down?",
154,Post Malone,Rockstar,"
Ayy, ayy, switch my whip, came back in black

I'm startin' sayin', ""Rest in peace to Bon Scott""

Ayy, close that door, we blowin' smoke

She ask me light a fire like I'm Morrison

Ayy, act a fool on stage

Prolly leave my fuckin' show in a cop car

Ayy, shit was legendary

Threw a TV out the window of the Montage

Cocaine on the table, liquor pourin', don't give a damn

Dude, your girlfriend is a groupie, she just tryna get in

Sayin', ""I'm with the band""

Ayy, ayy, now she actin' outta pocket

Tryna grab up from my pants

Hundred bitches in my trailer say they ain't got a man

And they all brought a friend

Yeah, ayy


Ayy, ayy, I've been fuckin' hoes and poppin' pillies

Man, I feel just like a rockstar (star)

Ayy, ayy, all my brothers got that gas

And they always be smokin' like a Rasta

Fuckin' with me, call up on a Uzi

And show up, man them the shottas

When my homies pull up on your block

They make that thing go grrra-ta-ta-ta (pow, pow, pow)",
656,Morgan Wallen,Sand in My Boots,"
But, now I'm dodging potholes in my sunburnt Silverado

Like a heart-broke Desperado, heading right back to my roots

Something 'bout the way she kissed me tеlls me she loves Eastеrn Tennessee

Yeah, but all I brought back with me was some sand in my boots


I said ""let's go shoot tequila""

So we walked back to that beach bar

She said ""don't cowboys drink whiskey?""

So we drank Bottom Shelf

She said ""damn, that sky looks perfect""

I said ""girl, you've never seen stars like the ones back home""

And she said ""maybe I should, see them for myself""",
417,Saint Jhn,Roses (Imanbek remix),"
Turn up baby, turn up, when I turn it on

You know how I get too lit when I turn it on

Can't handle my behavior when I turn it on

Too fast, never ask, if the life don't last

Done been through it all

Fuck with a nigga raw, this who you wanna be

And I know you won't tell nobody nothing

And I know you won't tell nobody no


Roses

I might pull up flexing on these niggas like aerobics

I might tell her girl you cute but balling

That shit gorgeous

Standing on the table, Rosé, Rosé, fuck the waters

You know who to the god is",
353,Mustard,Pure Water,"
Give me the beat, I ride it like a jetski (Hey)

So many bad bitches they harassin' me (Bad)

They like me 'cause I rap and be with the athletes (Athletes)

Stop askin' me (Uh), I know they mad at me (Nah)

Hop in the coupe, then I slide like it's Vaseline (Skrrt, skrrt)

West coast 6-4 jump like a trampoline (6-4)

Take a brick out, put it on a triple beam (Brick out)

I'm not from Canada, but I see a lot of tings (Canada)

Dismantle her, I know how to handle her (Woo, hey)

Light the candle up, make you put a banner up (Up, up)

Toss a 50 up, make 'em tear the club up (Tear the club up)

Took your bitch out the game, I had to sub her (Swap, swap, here we go)


Uh (Woo, woo), no Master P (Ayy)

Ten bad bitches and they after me (Bad)

One bad bitch look like a masterpiece (Uh)

Lookin' for a dunk, like a athlete (Uh, woo)

Big drip, what you call it? (Big drip, big drip, yeah)

Ice chain, pure water (Ice, ice, ice)

You got the cab but can't afford it (Hey!, cash)

You got the bag but can't afford it (Woo, woo, woo)",
139,Machine Gun Kelly,Bad Things,"
Nothing's that bad

If it feels good

So you come back

Like I knew you would

And we're both wild

And the night's young

And you're my drug

Breathe you in 'til my face numb

Drop it down to that bass drum

I got what you dream about

Nails scratchin' my back tatt

Eyes closed while you scream out

And you keep me in with those hips

While my teeth sink in those lips

While your body's giving me life

And you suffocate in my kiss

Then you said


I want you forever

Even when we're not together

Scars on my body so I can take you wherever, like

I want you forever

Even when we're not together

Scars on my body, I can look at you whenever",
549,Internet Money,Lemonade,"
Addy boys, got some sixties in my bag (Addy)

Lips sealed, I ain't pillow talkin', I'm no rat (No)

In my earlobe, got two karats, VVS (Bling)

Got a penthouse near Rodeo off of stress (Stress)

All this money, when I grew up, I had nothing (Nothing)

Filled with backstabbers, my old life was disgusting (Disgusting)

Can't believe it, gotta thank God that I'm livin' comfortably (Thank God)

Gettin' checks, I don't believe her, she say she done with me

Burned some bridges and I let the fire light the way (Oh-woah)

Kickin' my feet up, left the PJs on a PJ (A PJ)

Yeah, I'm a big dawg, and I walk around with no leash (Oh-oh)

I got water on me, yeah, everything on Fiji


Xanny bars, suicide door, brand new bag

College girls give a nigga head in my Rafs

Rockstar life, so much money it'll make you laugh, hey

These bitches, they hate, and you can't miss what you never had, hey, hey",
209,Drake,Nice for What,"
Everybody get your mothafuckin' roll on

I know shorty and she doesn't want no slow song

Had a man last year, life goes on

Haven't let that thing loose, girl, in so long

You've been inside, know you like to lay low

I've been peepin' what you bringin' to the table

Workin' hard, girl, everything paid for

First, last phone bill, car note, cable

With your phone out, gotta hit them angles

With your phone out, snappin' like you Fabo

And you showin' off, but it's alright

And you showin' off, but it's alright (alright!)

It's a short life, yeah


Care for me, care for me, you said you'd care for me

There for me, there for me, said you'd be there for me

Cry for me, cry for me, you said you'd die for me

Give to me, give to me, why won't you live for me?",
439,Drake,Laugh Now Cry Later,"
Tired of beefin' you bums, you can't even pay me enough to react

Been wakin' up in the crib and sometimes I don't even know where I'm at

Please don't play that nigga songs in this party, I can't even listen to that

Anytime that I ran into somebody, it must be a victory lap, ayy

Shawty come sit on my lap, ayy, they sayin' Drizzy just snapped

Distance between us is not like a store, this isn't a closeable gap, ayy

I seen some niggas attack and don't end up makin' it back


I know that they at the crib goin' crazy, down bad

What they had didn't last, damn, baby",
582,Niko Moon,Good Time,"
Eighty degrees and the sun ain't even out

We got a spot a couple miles out of town

When that moon comes up, you know what's goin' down

We got them foldin' chairs leanin way back

No other plans other than relax

We ain't worried 'bout tomorrow from where we at


We just tryna catch a good time

Even if it takes all night

Pass that bottle 'round the campfire

Sippin' apple pie moonshine",
71,Coldplay,Hymn for the Weekend,"
And said drink from me, drink from me

When I was so thirsty

Pour on a symphony

Now I just can't get enough

Put your wings on me, wings on me

When I was so heavy

Pour on a symphony

When I'm low, low, low, low


Ah-oh-ah-oh-ah

Got me feeling drunk and high

So high, so high

Oh-ah-oh-ah-oh-ah

Now I'm feeling drunk and high

So high, so high, woo

(Woo-ooo-ooo-woo)",
633,Walker Hayes,Fancy Like,"
But every now and then when I get paid

I gotta spoil my baby with an upgrade

Aye, aye, aye


Yeah, we fancy like Applebee's on a date night

Got that Bourbon Street steak with the Oreo shake

Get some whipped cream on the top too

Two straws, one check, girl, I got you

Bougie like Natty in the styrofoam

Squeak-squeakin' in the truck bed all the way home

Some Alabama-jamma, she my Dixieland delight

Aye, that's how we do, how we do, fancy like, oh",
269,Ed Sheeran,Shape of You,"
Girl, you know I want your love

Your love was handmade for somebody like me

Come on now, follow my lead

I may be crazy, don't mind me

Say, boy, let's not talk too much

Grab on my waist and put that body on me

Come on now, follow my lead

Come, come on now, follow my lead


I'm in love with the shape of you

We push and pull like a magnet do

Although my heart is falling too

I'm in love with your body

And last night you were in my room

And now my bedsheets smell like you

Every day discovering something brand new

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body

Every day discovering something brand new

I'm in love with the shape of you",
345,Blueface,Thotiana,"
BlueFace baby

Yeah aight, I'm every woman's fantasy

Mama always told me I was gon' break hearts

I guess it's her fault stupid, don't be mad at me (don't be mad at me)

I wanna see you bust down (bust down)

Bend that shit over, on the gang (yeah ayy)

Make that shit clap

She threw it back so I had to double back on the gang (on the gang)

Smacking high off them drugs

I tried kill myself, two times was enough

Then a nigga relapsed on the dead locs

Ain't no running thotiana, you gon' take these damn strokes (thotiana)

I beat the pussy up, now it's a murder scene

Keep shit player thotiana like you ain't never even heard of me (BlueFace baby)

Bust down thotiana, I wanna see you bust down (bust down)

Bend that shit over, yeah aight, now make that shit clap for the gang

Now toot that thing up, throw that shit back

I need my extras on the dead locs


Bust down thotiana (bust down thotiana)

I wanna see you bust down (over)

Pick it up, now break that shit down

Speed it up, then slow that shit down, on the gang (slow it down)

Bust it (bust down), bust down, bust it, bust it

Bust down on the gang (over)

Bust down thotiana (bust down thotiana)

I wanna see you bust down (over)

Pick it up, now break that shit down

Speed it up, then slow that shit down, on the gang (slow it down)

Bust it (bust down), bust down, bust it, bust it

Bust down on the gang (over)",
19,Twenty One Pilots,Ride,"
Oh Oh Ohhh Oh Oh Ohhh I'm falling

So I'm taking my time on my ride

Oh Oh Ohhh I'm falling

So I'm taking my time on my ride

Taking my time on my ride


""I'd die for you,"" that's easy to say

We have a list of people that we would take

A bullet for them, a bullet for you

A bullet for everybody in this room

But I don't seem to see many bullets coming through

See many bullets coming through

Metaphorically I'm the man

But literally I don't know what I'd do

""I'd live for you,"" and that's hard to do

Even harder to say when you know it's not true

Even harder to write when you know that tonight

There were people back home which are talking to you

But then you ignore them still

All these questions they're forming 

Like ""who would you live for?"" ""Who would you die for?"" 

And ""would you ever kill?"" ",
600,Harry Styles,As It Was,"
In this world, it's just us

You know it's not the same as it was

In this world, it's just us

You know it's not the same as it was

As it was, as it was

You know it's not the same


Answer the phone

""Harry, you're no good alone

Why are you sitting at home on the floor?

What kind of pills are you on?""

Ringin' the bell

And nobody's coming to help

Your daddy lives by himself

He just wants to know that you're well, oh-oh-oh",
395,Dan + Shay,All to Myself,"
I'm jealous of the song that you've been singing

And the way it's rolling off your lips

It might be selfish but I'm thinking

I don't need nothing between you

Leaning for another kiss, yeah


I want you all to myself

We don't need anyone else

Let our bodies do the talking

Let our shadows paint the wall

I want you here in my arms

We'll hide away in the dark

Slip your hand in my back pocket

Go and let your long hair fall

I want you all, all, all to myself

To myself, yeah",
314,Ed Sheeran,I Don't Care,"
Don't think I fit in at this party

Everyone's got so much to say (Yeah)

I always feel like I'm nobody, mmm

Who wants to fit in anyway?


'Cause I don't care when I'm with my baby, yeah

All the bad things disappear

And you're making me feel like maybe I am somebody

I can deal with the bad nights

When I'm with my baby, yeah

Ooh, ooh, ooh, ooh, ooh, ooh

'Cause I don't care as long as you just hold me near

You can take me anywhere

And you're making me feel like I'm loved by somebody

I can deal with the bad nights

When I'm with my baby, yeah

Ooh, ooh, ooh, ooh, ooh, ooh",
613,Imagine Dragons,Enemy,"
Tell you you’re the greatest

But once you turn, they hate us


Oh, the misery

Everybody wants to be my enemy

Spare the sympathy

Everybody wants to be my enemy-y-y-y-y

(Look out for yourself)

My enemy-y-y-y-y

(Look out for yourself)

But I’m ready",
685,Bad Bunny,Ojitos Lindos,"
Y solo mírame con esos ojito’ lindo'

Que con eso' yo también he vuеlto a nacer


Hace tiempo (Tiеmpo) que no agarro a nadie de la mano (Mano)

Hace tiempo (Tiempo) que no envío ""buenos días, te amo"" (Te amo)

Pero, tú me tienes enreda'o, me envolví

Iba por mi camino y me perdí (Ey, ey)

Mi mirada cambió cuando tus ojos vi (Tus ojos vi)

Bye-bye a los culo’, ni me despedí

Yo no te busqué, no, chocamo' en el trayecto

Con tu alma en la calle conecto (-necto)

Tranquila, no tiene que ser perfecto, no

Aquí no existe el pecado y equivocarse es bonito

Los errore' son placere', igual que to' tus besito'",
