song_id,artist,title,lyrics,emotion
617,Morgan Wallen,Wasted on You,"
Looks like I’m learning the hard way again

It’s all my fault

Yeah, I dropped the ball

You’re gone and I’ve gone 3 sheets to the wind

Just thinking ’bout all I’ve wasted on you


All of this time and all of this money

All of the these sorries I don’t owe you honey

All of these miles on this Chevy, and prayers in a pew

All them days I spent, wasted on you

(wasted on you)",Sadness
99,Ed Sheeran,Shape of You,"
Girl, you know I want your love

Your love was handmade for somebody like me

Come on now, follow my lead

I may be crazy, don't mind me

Say, boy, let's not talk too much

Grab on my waist and put that body on me

Come on now, follow my lead

Come, come on now, follow my lead


I'm in love with the shape of you

We push and pull like a magnet do

Although my heart is falling too

I'm in love with your body

And last night you were in my room

And now my bedsheets smell like you

Every day discovering something brand new

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body (Ohiohiohiohi)

I'm in love with your body

Every day discovering something brand new

I'm in love with the shape of you",Happiness
716,Taylor Swift,Cruel Summer,"
Killing me slow, out the window

I'm always waiting for you to be waiting below

Devils roll the dice, angels roll their eyes

What doesn't kill me makes me want you more


And it's new, the shape of your body

It's blue, the feeling I've got

And it's ooh, whoa oh

It's a cruel summer

It's cool, that's what I tell 'em

No rules, unbreakable heaven

But ooh, whoa oh

It's a cruel summer

With you",Sadness
403,DaBaby,Rockstar,"
It's safe to say I earned it, ain't a nigga gave me nothin' (Yeah, yeah, yeah)

I'm ready to hop out on a nigga, get to bustin'

Know you heard me say, ""You play, you lay,"" don't make me push the button

Full of pain, dropped enough tears to fill up a fuckin' bucket

Goin' for buckets, I bought a chopper

I got a big drum, it hold a hundred, ain't goin' for nothin'

I'm ready to air it out on all these niggas, I can see 'em runnin'

Just talked to my mama, she hit me on FaceTime just to check up on me and my brother

I'm really the baby, she know that her youngest son was always guaranteed to get the money (Okay, let's go)

She know that her baby boy was always guaranteed to get the loot

She know what I do, she know 'fore I run from a nigga, I'ma pull it out and shoot (Boom)

PTSD, I'm always waking up in cold sweats like I got the flu

My daughter a G, she saw me kill a nigga in front of her before the age of two

And I'll kill another nigga too

'Fore I let another nigga do somethin' to you

Long as you know that, don't let nobody tell you different

Daddy love you (Yeah, yeah)


Let's go

Brand new Lamborghini, fuck a cop car

With the pistol on my hip like I'm a cop (Yeah, yeah, yeah)

Have you ever met a real nigga rockstar?

This ain't no guitar, bitch, this a Glock (Woo)

My Glock told me to promise you gon' squeeze me (Woo)

You better let me go the day you need me (Woo)

Soon as you up me on that nigga, get to bustin' (Woo, yeah)

And if I ain't enough, go get the chop (Yeah, yeah)",Anger
556,Yung Bleu,You're Mines Still,"
And she don't wanna go to sleep, she angry

Lately, she's been noticing he ain't me


I wish that we can change places

Don't want no new, new faces

She got my heartbeat racing

They say time heals

Don't go build no life without me 'cause you're mines still

Oh, and I don't wanna go unless you make me",Fear
377,Luke Bryan,Knockin' Boots,"
Yeah, birds need bees and ice needs whiskey

Boys like me need the girls like you to kiss me

""Fishin' in the Dark"" needs Nitty Gritty

Under that pale moon

Sweet tea needs that sugar stirrin'

Small town nights need both ends burnin'

Shades need drawin', hearts need fallin'

Boots need knockin', knockin' boots

Knockin' boots, me and you, oh


Long weeks need a weekend

Cheap drinks need a-slingin'

That dance floor needs some me on you

And you want me tonight

Singalongs need to be sung

Tip bells need to be rung

Last calls need a call that cab

And backseats need I want you so bad",Happiness
854,Olivia Rodrigo,Vampire,"
'Cause I've made some real big mistakes

But you make the worst one look fine

I should've known it was strange

You only come out at night

I used to think I was smart

But you made me look so naïve

The way you sold me for parts

As you sunk your teeth into me, oh

Bloodsucker, famefucker

Bleedin' me dry like a goddamn vampire


And every girl I ever talked to told me you were bad, bad news

You called them crazy, God, I hate the way I called 'em crazy too

You're so convincing

How do you lie without flinching?

(How do you lie? How do you lie? How do you lie?)

Oh, what a mesmerizing, paralyzing, fucked up little thrill

Can't figure out just how you do it and God knows I never will

Went for me and not her

'Cause girls your age know better",Anger
93,Coldplay,Adventure of a Lifetime,"
I feel my heart beating

I feel my heart underneath my skin

I feel my heart beating

Oh, you make me feel

Like I'm alive again


Alive again!",
364,YNW Melly,Murder on My Mind,"
Wake up in the morning I got murder on my mind

AK47, MAC-11, Glocks, and 9s

And all these pussy niggas hating tryna knock me off my grind, but I can't let 'em do it

I got murder on my mind

Bitch I got murder on my mind (I got murder on my mind), I got murder on my mind (murder on my mind)

I got murder on my mind (i got murder on my mind ), I got murder on my mind

I got murder on my mind


Yellow tape around his body, it's a fucking homicide

His face is on a T-Shirt and his family traumatized

I didn't even mean to shoot 'em, he just caught me by surprise

I reloaded my pistol, cocked it back, and shot him twice

His body dropped down to the floor and he had teardrops in his eyes

He grabbed me by my hands and said he was afraid to die

I told 'em it's too late my friend, its time to say ""Goodbye""

And he died inside my arms, blood all on my shirt",Surprise
624,Post Malone,I Like You (A Happier Song),"
Oh, girl, I know you only like it fancy (Fancy)

So, I pull up in that Maybach Candy

Yeah, your boyfriend'll never understand me (Understand)

'Cause I'm 'bout to pull his girl like a hammy, hammy (Wow)

Let's take a lil' dip, lil' lady

Hit PCH, 180

Hey, I've been thinkin' lately

That I need someone to save me

Now that I'm famous, I got hoes all around me

But I need a good girl, I need someone to ground me

So, please be true, don't fuck around with me

I need someone to share this heart with me

Fill you up, then run it back again (Run it back again)


Ooh, girl, I like you, I do (I do)

I wanna be your friend, go shoppin' in the Benz

I like you, I do (I do)

I'll hit you when I land, can you fit me in your plans?

I like you, I do (I do)

We went to bed in France, then we woke up in Japan

I like you, I do, mmm, I do (Ooh, ooh, ooh)",Happiness
88,Usher,No Limit,"
You know you fine, baby you know that you fine

I'm just tryna make you mine

Tryna make you mine, yeah I'm tryna make you mine

Put a tingle in your spine

We got to vibe, we got a wave

You should ride on it

All the places I could take

You, girl is limitless

So if you never been

Girl I would just love to take you there

You don't have to worry bout a thing

I got it, let me show you better than


Cause I may not know you, just let me hold you

You be my soldier, and you from the Nolia",Happiness
